entry,at,order
"""Sean @ I9uEZMV7hl"" calls 0.20",2023-07-06T04:32:43.498Z,168861796349800
"""Dirty Diaper @ 8pl6FnZxfN"" posts a big blind of 0.20",2023-07-06T04:32:41.497Z,168861796149706
"""Owen @ JGirBATScU"" posts a small blind of 0.10",2023-07-06T04:32:41.497Z,168861796149705
"Your hand is 6♣, A♠",2023-07-06T04:32:41.497Z,168861796149704
"Player stacks: #1 ""Dirty Diaper @ 8pl6FnZxfN"" (15.27) | #9 ""Sean @ I9uEZMV7hl"" (8.56) | #10 ""Owen @ JGirBATScU"" (61.17)",2023-07-06T04:32:41.497Z,168861796149701
"-- starting hand #170 (id: scclnhdjbowl)  (No Limit Texas Hold'em) (dealer: ""Sean @ I9uEZMV7hl"") --",2023-07-06T04:32:41.497Z,168861796149700
"-- ending hand #169 --",2023-07-06T04:32:38.590Z,168861795859002
"""Sean @ I9uEZMV7hl"" collected 0.60 from pot",2023-07-06T04:32:38.590Z,168861795859001
"Uncalled bet of 0.60 returned to ""Sean @ I9uEZMV7hl""",2023-07-06T04:32:38.590Z,168861795859000
"""Dirty Diaper @ 8pl6FnZxfN"" folds",2023-07-06T04:32:37.721Z,168861795772100
"""Owen @ JGirBATScU"" folds",2023-07-06T04:32:35.276Z,168861795527600
"""Sean @ I9uEZMV7hl"" bets 0.60",2023-07-06T04:32:33.259Z,168861795325900
"Turn: 3♣, Q♥, 2♠ [8♦]",2023-07-06T04:32:26.953Z,168861794695300
"""Dirty Diaper @ 8pl6FnZxfN"" checks",2023-07-06T04:32:26.069Z,168861794606900
"""Owen @ JGirBATScU"" checks",2023-07-06T04:32:21.724Z,168861794172400
"""Sean @ I9uEZMV7hl"" checks",2023-07-06T04:32:19.771Z,168861793977100
"Flop:  [3♣, Q♥, 2♠]",2023-07-06T04:32:13.051Z,168861793305100
"""Owen @ JGirBATScU"" checks",2023-07-06T04:32:12.223Z,168861793222300
"""Sean @ I9uEZMV7hl"" calls 0.20",2023-07-06T04:32:11.291Z,168861793129100
"""Dirty Diaper @ 8pl6FnZxfN"" calls 0.20",2023-07-06T04:32:08.909Z,168861792890900
"""Owen @ JGirBATScU"" posts a big blind of 0.20",2023-07-06T04:32:06.194Z,168861792619406
"""Sean @ I9uEZMV7hl"" posts a small blind of 0.10",2023-07-06T04:32:06.194Z,168861792619405
"Your hand is 10♥, 2♦",2023-07-06T04:32:06.194Z,168861792619404
"Player stacks: #1 ""Dirty Diaper @ 8pl6FnZxfN"" (15.47) | #9 ""Sean @ I9uEZMV7hl"" (8.16) | #10 ""Owen @ JGirBATScU"" (61.37)",2023-07-06T04:32:06.194Z,168861792619401
"-- starting hand #169 (id: f1znbblymd2r)  (No Limit Texas Hold'em) (dealer: ""Dirty Diaper @ 8pl6FnZxfN"") --",2023-07-06T04:32:06.194Z,168861792619400
"-- ending hand #168 --",2023-07-06T04:32:00.190Z,168861792019003
"""Dirty Diaper @ 8pl6FnZxfN"" shows a A♦, 6♦.",2023-07-06T04:32:00.190Z,168861792019002
"""Sean @ I9uEZMV7hl"" collected 2.40 from pot with Straight, 10 High (combination: 10♥, 9♣, 8♦, 7♠, 6♥)",2023-07-06T04:32:00.190Z,168861792019001
"""Sean @ I9uEZMV7hl"" shows a 7♠, 10♥.",2023-07-06T04:32:00.190Z,168861792019000
"""Sean @ I9uEZMV7hl"" calls 0.60",2023-07-06T04:31:59.383Z,168861791938300
"""Dirty Diaper @ 8pl6FnZxfN"" bets 0.60",2023-07-06T04:31:56.101Z,168861791610100
"River: 8♦, 2♥, 6♥, 10♣ [9♣]",2023-07-06T04:31:50.177Z,168861791017700
"""Sean @ I9uEZMV7hl"" calls 0.20",2023-07-06T04:31:49.349Z,168861790934900
"""Dirty Diaper @ 8pl6FnZxfN"" bets 0.20",2023-07-06T04:31:47.508Z,168861790750800
"Turn: 8♦, 2♥, 6♥ [10♣]",2023-07-06T04:31:44.513Z,168861790451300
"""Sean @ I9uEZMV7hl"" calls 0.20",2023-07-06T04:31:43.691Z,168861790369100
"""Dirty Diaper @ 8pl6FnZxfN"" bets 0.20",2023-07-06T04:31:42.473Z,168861790247300
"Flop:  [8♦, 2♥, 6♥]",2023-07-06T04:31:39.109Z,168861789910900
"""Sean @ I9uEZMV7hl"" checks",2023-07-06T04:31:38.251Z,168861789825100
"""Dirty Diaper @ 8pl6FnZxfN"" calls 0.20",2023-07-06T04:31:29.108Z,168861788910800
"""Owen @ JGirBATScU"" folds",2023-07-06T04:31:28.210Z,168861788821000
"""Sean @ I9uEZMV7hl"" posts a big blind of 0.20",2023-07-06T04:31:23.390Z,168861788339006
"""Dirty Diaper @ 8pl6FnZxfN"" posts a small blind of 0.10",2023-07-06T04:31:23.390Z,168861788339005
"Your hand is 4♣, 2♠",2023-07-06T04:31:23.390Z,168861788339004
"Player stacks: #1 ""Dirty Diaper @ 8pl6FnZxfN"" (16.67) | #9 ""Sean @ I9uEZMV7hl"" (6.96) | #10 ""Owen @ JGirBATScU"" (61.37)",2023-07-06T04:31:23.390Z,168861788339001
"-- starting hand #168 (id: bhhrenkgscvw)  (No Limit Texas Hold'em) (dealer: ""Owen @ JGirBATScU"") --",2023-07-06T04:31:23.390Z,168861788339000
"-- ending hand #167 --",2023-07-06T04:31:17.352Z,168861787735202
"""Owen @ JGirBATScU"" collected 3.60 from pot with Straight, Q High (combination: Q♠, J♣, 10♣, 9♦, 8♠)",2023-07-06T04:31:17.352Z,168861787735201
"""Owen @ JGirBATScU"" shows a 10♣, 4♥.",2023-07-06T04:31:17.352Z,168861787735200
"""Dirty Diaper @ 8pl6FnZxfN"" calls 1.20",2023-07-06T04:31:16.519Z,168861787651900
"""Owen @ JGirBATScU"" bets 1.20",2023-07-06T04:31:02.971Z,168861786297100
"River: 8♠, 8♣, J♣, Q♠ [9♦]",2023-07-06T04:30:53.138Z,168861785313800
"""Owen @ JGirBATScU"" calls 0.40",2023-07-06T04:30:52.300Z,168861785230000
"""Dirty Diaper @ 8pl6FnZxfN"" bets 0.40",2023-07-06T04:30:43.888Z,168861784388800
"""Owen @ JGirBATScU"" checks",2023-07-06T04:30:38.109Z,168861783810900
"Turn: 8♠, 8♣, J♣ [Q♠]",2023-07-06T04:30:35.318Z,168861783531800
"""Dirty Diaper @ 8pl6FnZxfN"" checks",2023-07-06T04:30:34.445Z,168861783444500
"""Owen @ JGirBATScU"" checks",2023-07-06T04:30:33.553Z,168861783355300
"Flop:  [8♠, 8♣, J♣]",2023-07-06T04:30:27.988Z,168861782798800
"""Dirty Diaper @ 8pl6FnZxfN"" checks",2023-07-06T04:30:27.143Z,168861782714300
"""Owen @ JGirBATScU"" calls 0.20",2023-07-06T04:30:26.235Z,168861782623500
"""Sean @ I9uEZMV7hl"" folds",2023-07-06T04:30:21.665Z,168861782166500
"""Dirty Diaper @ 8pl6FnZxfN"" posts a big blind of 0.20",2023-07-06T04:30:19.100Z,168861781910006
"""Owen @ JGirBATScU"" posts a small blind of 0.10",2023-07-06T04:30:19.100Z,168861781910005
"Your hand is 10♣, 4♥",2023-07-06T04:30:19.100Z,168861781910004
"Player stacks: #1 ""Dirty Diaper @ 8pl6FnZxfN"" (18.47) | #9 ""Sean @ I9uEZMV7hl"" (6.96) | #10 ""Owen @ JGirBATScU"" (59.57)",2023-07-06T04:30:19.100Z,168861781910001
"-- starting hand #167 (id: qqqzzfmoglam)  (No Limit Texas Hold'em) (dealer: ""Sean @ I9uEZMV7hl"") --",2023-07-06T04:30:19.100Z,168861781910000
"-- ending hand #166 --",2023-07-06T04:30:13.023Z,168861781302303
"""Sean @ I9uEZMV7hl"" shows a 5♣, 2♣.",2023-07-06T04:30:13.023Z,168861781302302
"""Owen @ JGirBATScU"" collected 1.20 from pot with Pair, 6's (combination: 6♥, 6♠, A♣, 10♣, 9♦)",2023-07-06T04:30:13.023Z,168861781302301
"""Owen @ JGirBATScU"" shows a A♣, 6♥.",2023-07-06T04:30:13.023Z,168861781302300
"""Owen @ JGirBATScU"" checks",2023-07-06T04:30:12.203Z,168861781220300
"""Sean @ I9uEZMV7hl"" checks",2023-07-06T04:30:11.313Z,168861781131300
"River: 10♣, 4♠, 9♦, 6♠ [5♥]",2023-07-06T04:30:09.096Z,168861780909600
"""Owen @ JGirBATScU"" checks",2023-07-06T04:30:08.283Z,168861780828300
"""Sean @ I9uEZMV7hl"" checks",2023-07-06T04:30:07.072Z,168861780707200
"Turn: 10♣, 4♠, 9♦ [6♠]",2023-07-06T04:30:04.013Z,168861780401300
"""Owen @ JGirBATScU"" checks",2023-07-06T04:30:02.774Z,168861780277400
"""Sean @ I9uEZMV7hl"" checks",2023-07-06T04:30:01.295Z,168861780129500
"Flop:  [10♣, 4♠, 9♦]",2023-07-06T04:29:58.024Z,168861779802400
"""Sean @ I9uEZMV7hl"" calls 0.60",2023-07-06T04:29:57.163Z,168861779716300
"""Owen @ JGirBATScU"" raises to 0.60",2023-07-06T04:29:53.517Z,168861779351700
"""Sean @ I9uEZMV7hl"" calls 0.20",2023-07-06T04:29:49.762Z,168861778976200
"""Dirty Diaper @ 8pl6FnZxfN"" folds",2023-07-06T04:29:48.292Z,168861778829200
"""Owen @ JGirBATScU"" posts a big blind of 0.20",2023-07-06T04:29:41.410Z,168861778141006
"""Sean @ I9uEZMV7hl"" posts a small blind of 0.10",2023-07-06T04:29:41.410Z,168861778141005
"Your hand is A♣, 6♥",2023-07-06T04:29:41.410Z,168861778141004
"Player stacks: #1 ""Dirty Diaper @ 8pl6FnZxfN"" (18.47) | #9 ""Sean @ I9uEZMV7hl"" (7.56) | #10 ""Owen @ JGirBATScU"" (58.97)",2023-07-06T04:29:41.410Z,168861778141001
"-- starting hand #166 (id: vbj4ijlsrawv)  (No Limit Texas Hold'em) (dealer: ""Dirty Diaper @ 8pl6FnZxfN"") --",2023-07-06T04:29:41.410Z,168861778141000
"-- ending hand #165 --",2023-07-06T04:29:35.403Z,168861777540304
"""Sean @ I9uEZMV7hl"" shows a J♦, J♥.",2023-07-06T04:29:35.403Z,168861777540303
"""Dirty Diaper @ 8pl6FnZxfN"" shows a J♣, J♠.",2023-07-06T04:29:35.403Z,168861777540302
"""Owen @ JGirBATScU"" collected 8.76 from pot with Straight, 6 High (combination: 6♣, 5♣, 4♠, 3♥, 2♦)",2023-07-06T04:29:35.403Z,168861777540301
"""Owen @ JGirBATScU"" shows a Q♣, 6♣.",2023-07-06T04:29:35.403Z,168861777540300
"""Owen @ JGirBATScU"" checks",2023-07-06T04:29:34.573Z,168861777457300
"""Sean @ I9uEZMV7hl"" checks",2023-07-06T04:29:33.513Z,168861777351300
"""Dirty Diaper @ 8pl6FnZxfN"" checks",2023-07-06T04:29:30.870Z,168861777087000
"River: 2♦, 5♣, 3♥, 4♠ [5♥]",2023-07-06T04:29:27.390Z,168861776739000
"""Owen @ JGirBATScU"" calls 2.02",2023-07-06T04:29:26.484Z,168861776648400
"""Sean @ I9uEZMV7hl"" calls 2.02",2023-07-06T04:29:24.974Z,168861776497400
"""Dirty Diaper @ 8pl6FnZxfN"" bets 2.02",2023-07-06T04:29:22.765Z,168861776276500
"Turn: 2♦, 5♣, 3♥ [4♠]",2023-07-06T04:29:17.985Z,168861775798500
"""Owen @ JGirBATScU"" calls 0.20",2023-07-06T04:29:17.122Z,168861775712200
"""Sean @ I9uEZMV7hl"" calls 0.20",2023-07-06T04:29:15.991Z,168861775599100
"""Dirty Diaper @ 8pl6FnZxfN"" bets 0.20",2023-07-06T04:29:12.440Z,168861775244000
"Flop:  [2♦, 5♣, 3♥]",2023-07-06T04:29:00.447Z,168861774044700
"""Sean @ I9uEZMV7hl"" calls 0.70",2023-07-06T04:28:59.626Z,168861773962600
"""Dirty Diaper @ 8pl6FnZxfN"" calls 0.70",2023-07-06T04:28:57.449Z,168861773744900
"""Owen @ JGirBATScU"" raises to 0.70",2023-07-06T04:28:54.342Z,168861773434200
"""Sean @ I9uEZMV7hl"" posts a big blind of 0.20",2023-07-06T04:28:50.379Z,168861773037906
"""Dirty Diaper @ 8pl6FnZxfN"" posts a small blind of 0.10",2023-07-06T04:28:50.379Z,168861773037905
"Your hand is Q♣, 6♣",2023-07-06T04:28:50.379Z,168861773037904
"Player stacks: #1 ""Dirty Diaper @ 8pl6FnZxfN"" (21.39) | #9 ""Sean @ I9uEZMV7hl"" (10.48) | #10 ""Owen @ JGirBATScU"" (53.13)",2023-07-06T04:28:50.379Z,168861773037901
"-- starting hand #165 (id: 09apoleunbtg)  (No Limit Texas Hold'em) (dealer: ""Owen @ JGirBATScU"") --",2023-07-06T04:28:50.379Z,168861773037900
"-- ending hand #164 --",2023-07-06T04:28:47.435Z,168861772743502
"""Dirty Diaper @ 8pl6FnZxfN"" collected 1.20 from pot",2023-07-06T04:28:47.435Z,168861772743501
"Uncalled bet of 0.60 returned to ""Dirty Diaper @ 8pl6FnZxfN""",2023-07-06T04:28:47.435Z,168861772743500
"""Owen @ JGirBATScU"" folds",2023-07-06T04:28:46.623Z,168861772662300
"""Sean @ I9uEZMV7hl"" folds",2023-07-06T04:28:45.154Z,168861772515400
"""Dirty Diaper @ 8pl6FnZxfN"" bets 0.60",2023-07-06T04:28:39.794Z,168861771979400
"""Owen @ JGirBATScU"" checks",2023-07-06T04:28:33.013Z,168861771301300
"Flop:  [2♦, 4♠, A♠]",2023-07-06T04:28:30.365Z,168861771036500
"""Owen @ JGirBATScU"" calls 0.40",2023-07-06T04:28:29.487Z,168861770948700
"""Sean @ I9uEZMV7hl"" calls 0.40",2023-07-06T04:28:27.148Z,168861770714800
"""Dirty Diaper @ 8pl6FnZxfN"" raises to 0.40",2023-07-06T04:28:25.467Z,168861770546700
"""Owen @ JGirBATScU"" calls 0.20",2023-07-06T04:28:21.355Z,168861770135500
"""Sean @ I9uEZMV7hl"" calls 0.20",2023-07-06T04:28:16.663Z,168861769666300
"""Dirty Diaper @ 8pl6FnZxfN"" posts a big blind of 0.20",2023-07-06T04:28:13.755Z,168861769375506
"""Owen @ JGirBATScU"" posts a small blind of 0.10",2023-07-06T04:28:13.755Z,168861769375505
"Your hand is 3♣, 9♦",2023-07-06T04:28:13.755Z,168861769375504
"Player stacks: #1 ""Dirty Diaper @ 8pl6FnZxfN"" (20.59) | #9 ""Sean @ I9uEZMV7hl"" (10.88) | #10 ""Owen @ JGirBATScU"" (53.53)",2023-07-06T04:28:13.755Z,168861769375501
"-- starting hand #164 (id: inxucomdgz8w)  (No Limit Texas Hold'em) (dealer: ""Sean @ I9uEZMV7hl"") --",2023-07-06T04:28:13.755Z,168861769375500
"-- ending hand #163 --",2023-07-06T04:28:07.732Z,168861768773202
"""Sean @ I9uEZMV7hl"" collected 0.60 from pot with Pair, 7's (combination: 7♦, 7♠, K♥, Q♣, 10♠)",2023-07-06T04:28:07.732Z,168861768773201
"""Sean @ I9uEZMV7hl"" shows a 7♦, 8♣.",2023-07-06T04:28:07.732Z,168861768773200
"""Dirty Diaper @ 8pl6FnZxfN"" checks",2023-07-06T04:28:06.871Z,168861768687100
"""Owen @ JGirBATScU"" checks",2023-07-06T04:27:45.980Z,168861766598000
"""Sean @ I9uEZMV7hl"" checks",2023-07-06T04:27:44.961Z,168861766496100
"River: 5♣, 10♠, Q♣, K♥ [7♠]",2023-07-06T04:27:42.705Z,168861766270500
"""Dirty Diaper @ 8pl6FnZxfN"" checks",2023-07-06T04:27:41.828Z,168861766182800
"""Owen @ JGirBATScU"" checks",2023-07-06T04:27:29.612Z,168861764961200
"""Sean @ I9uEZMV7hl"" checks",2023-07-06T04:27:28.584Z,168861764858400
"Turn: 5♣, 10♠, Q♣ [K♥]",2023-07-06T04:27:25.689Z,168861764568900
"""Dirty Diaper @ 8pl6FnZxfN"" checks",2023-07-06T04:27:24.851Z,168861764485100
"""Owen @ JGirBATScU"" checks",2023-07-06T04:27:21.906Z,168861764190600
"""Sean @ I9uEZMV7hl"" checks",2023-07-06T04:27:20.286Z,168861764028600
"Flop:  [5♣, 10♠, Q♣]",2023-07-06T04:27:15.798Z,168861763579800
"""Owen @ JGirBATScU"" checks",2023-07-06T04:27:14.923Z,168861763492300
"""Sean @ I9uEZMV7hl"" calls 0.20",2023-07-06T04:27:10.776Z,168861763077600
"""Dirty Diaper @ 8pl6FnZxfN"" calls 0.20",2023-07-06T04:27:09.320Z,168861762932000
"""Owen @ JGirBATScU"" posts a big blind of 0.20",2023-07-06T04:27:07.191Z,168861762719106
"""Sean @ I9uEZMV7hl"" posts a small blind of 0.10",2023-07-06T04:27:07.191Z,168861762719105
"Your hand is 3♦, J♣",2023-07-06T04:27:07.191Z,168861762719104
"Player stacks: #1 ""Dirty Diaper @ 8pl6FnZxfN"" (20.79) | #9 ""Sean @ I9uEZMV7hl"" (10.48) | #10 ""Owen @ JGirBATScU"" (53.73)",2023-07-06T04:27:07.191Z,168861762719101
"-- starting hand #163 (id: 95emj2y6df83)  (No Limit Texas Hold'em) (dealer: ""Dirty Diaper @ 8pl6FnZxfN"") --",2023-07-06T04:27:07.191Z,168861762719100
"-- ending hand #162 --",2023-07-06T04:27:04.188Z,168861762418802
"""Owen @ JGirBATScU"" collected 1.50 from pot",2023-07-06T04:27:04.188Z,168861762418801
"Uncalled bet of 0.75 returned to ""Owen @ JGirBATScU""",2023-07-06T04:27:04.188Z,168861762418800
"""Sean @ I9uEZMV7hl"" folds",2023-07-06T04:27:03.288Z,168861762328800
"""Owen @ JGirBATScU"" bets 0.75",2023-07-06T04:26:59.367Z,168861761936700
"""Sean @ I9uEZMV7hl"" checks",2023-07-06T04:26:53.460Z,168861761346000
"Turn: 3♦, 8♣, 2♠ [10♠]",2023-07-06T04:26:52.064Z,168861761206400
"""Owen @ JGirBATScU"" checks",2023-07-06T04:26:51.209Z,168861761120900
"""Sean @ I9uEZMV7hl"" checks",2023-07-06T04:26:49.943Z,168861760994300
"Flop:  [3♦, 8♣, 2♠]",2023-07-06T04:26:44.555Z,168861760455500
"""Sean @ I9uEZMV7hl"" calls 0.70",2023-07-06T04:26:43.673Z,168861760367300
"""Dirty Diaper @ 8pl6FnZxfN"" folds",2023-07-06T04:26:40.079Z,168861760007900
"""Owen @ JGirBATScU"" raises to 0.70",2023-07-06T04:26:37.591Z,168861759759100
"""Sean @ I9uEZMV7hl"" posts a big blind of 0.20",2023-07-06T04:26:34.148Z,168861759414806
"""Dirty Diaper @ 8pl6FnZxfN"" posts a small blind of 0.10",2023-07-06T04:26:34.148Z,168861759414805
"Your hand is 10♣, K♠",2023-07-06T04:26:34.148Z,168861759414804
"Player stacks: #1 ""Dirty Diaper @ 8pl6FnZxfN"" (20.89) | #9 ""Sean @ I9uEZMV7hl"" (11.18) | #10 ""Owen @ JGirBATScU"" (52.93)",2023-07-06T04:26:34.148Z,168861759414801
"-- starting hand #162 (id: p99httcfdmxe)  (No Limit Texas Hold'em) (dealer: ""Owen @ JGirBATScU"") --",2023-07-06T04:26:34.148Z,168861759414800
"-- ending hand #161 --",2023-07-06T04:26:31.162Z,168861759116202
"""Dirty Diaper @ 8pl6FnZxfN"" collected 1.00 from pot",2023-07-06T04:26:31.162Z,168861759116201
"Uncalled bet of 1.00 returned to ""Dirty Diaper @ 8pl6FnZxfN""",2023-07-06T04:26:31.162Z,168861759116200
"""Sean @ I9uEZMV7hl"" folds",2023-07-06T04:26:30.334Z,168861759033400
"""Dirty Diaper @ 8pl6FnZxfN"" bets 1.00",2023-07-06T04:26:28.973Z,168861758897300
"Turn: J♣, 6♠, 9♠ [4♦]",2023-07-06T04:26:24.040Z,168861758404000
"""Owen @ JGirBATScU"" folds",2023-07-06T04:26:23.212Z,168861758321200
"""Sean @ I9uEZMV7hl"" calls 0.20",2023-07-06T04:26:17.196Z,168861757719600
"""Dirty Diaper @ 8pl6FnZxfN"" bets 0.20",2023-07-06T04:26:12.480Z,168861757248000
"""Owen @ JGirBATScU"" checks",2023-07-06T04:26:08.485Z,168861756848500
"Flop:  [J♣, 6♠, 9♠]",2023-07-06T04:26:06.722Z,168861756672200
"""Dirty Diaper @ 8pl6FnZxfN"" checks",2023-07-06T04:26:05.839Z,168861756583900
"""Owen @ JGirBATScU"" calls 0.20",2023-07-06T04:26:02.635Z,168861756263500
"""Sean @ I9uEZMV7hl"" calls 0.20",2023-07-06T04:26:01.070Z,168861756107000
"""Dirty Diaper @ 8pl6FnZxfN"" posts a big blind of 0.20",2023-07-06T04:25:59.115Z,168861755911506
"""Owen @ JGirBATScU"" posts a small blind of 0.10",2023-07-06T04:25:59.115Z,168861755911505
"Your hand is 2♥, K♦",2023-07-06T04:25:59.115Z,168861755911504
"Player stacks: #1 ""Dirty Diaper @ 8pl6FnZxfN"" (20.29) | #9 ""Sean @ I9uEZMV7hl"" (11.58) | #10 ""Owen @ JGirBATScU"" (53.13)",2023-07-06T04:25:59.115Z,168861755911501
"-- starting hand #161 (id: uljxjedvehbw)  (No Limit Texas Hold'em) (dealer: ""Sean @ I9uEZMV7hl"") --",2023-07-06T04:25:59.115Z,168861755911500
"""Owen @ JGirBATScU"" shows a 5♥, 10♥.",2023-07-06T04:25:56.449Z,168861755644900
"-- ending hand #160 --",2023-07-06T04:25:55.509Z,168861755550902
"""Owen @ JGirBATScU"" collected 3.00 from pot",2023-07-06T04:25:55.509Z,168861755550901
"Uncalled bet of 1.50 returned to ""Owen @ JGirBATScU""",2023-07-06T04:25:55.509Z,168861755550900
"""Sean @ I9uEZMV7hl"" folds",2023-07-06T04:25:54.666Z,168861755466600
"""Owen @ JGirBATScU"" bets 1.50",2023-07-06T04:25:48.633Z,168861754863300
"""Sean @ I9uEZMV7hl"" checks",2023-07-06T04:25:46.093Z,168861754609300
"Turn: 8♥, 3♥, 10♠ [2♥]",2023-07-06T04:25:43.998Z,168861754399800
"""Sean @ I9uEZMV7hl"" calls 0.90",2023-07-06T04:25:43.151Z,168861754315100
"""Dirty Diaper @ 8pl6FnZxfN"" folds",2023-07-06T04:25:41.499Z,168861754149900
"""Owen @ JGirBATScU"" bets 0.90",2023-07-06T04:25:36.017Z,168861753601700
"""Sean @ I9uEZMV7hl"" checks",2023-07-06T04:25:32.527Z,168861753252700
"Flop:  [8♥, 3♥, 10♠]",2023-07-06T04:25:29.278Z,168861752927800
"""Owen @ JGirBATScU"" calls 0.40",2023-07-06T04:25:28.422Z,168861752842200
"""Sean @ I9uEZMV7hl"" calls 0.40",2023-07-06T04:25:27.253Z,168861752725300
"""Dirty Diaper @ 8pl6FnZxfN"" raises to 0.40",2023-07-06T04:25:24.671Z,168861752467100
"""Owen @ JGirBATScU"" posts a big blind of 0.20",2023-07-06T04:25:20.261Z,168861752026106
"""Sean @ I9uEZMV7hl"" posts a small blind of 0.10",2023-07-06T04:25:20.261Z,168861752026105
"Your hand is 5♥, 10♥",2023-07-06T04:25:20.261Z,168861752026104
"Player stacks: #1 ""Dirty Diaper @ 8pl6FnZxfN"" (20.69) | #9 ""Sean @ I9uEZMV7hl"" (12.88) | #10 ""Owen @ JGirBATScU"" (51.43)",2023-07-06T04:25:20.261Z,168861752026101
"-- starting hand #160 (id: hcaothmywwkk)  (No Limit Texas Hold'em) (dealer: ""Dirty Diaper @ 8pl6FnZxfN"") --",2023-07-06T04:25:20.261Z,168861752026100
"""Sean @ I9uEZMV7hl"" shows a A♠, 10♦.",2023-07-06T04:25:17.967Z,168861751796700
"""Owen @ JGirBATScU"" shows a 9♠, 7♦.",2023-07-06T04:25:17.070Z,168861751707000
"-- ending hand #159 --",2023-07-06T04:25:15.919Z,168861751591902
"""Dirty Diaper @ 8pl6FnZxfN"" collected 1.80 from pot",2023-07-06T04:25:15.919Z,168861751591901
"Uncalled bet of 1.35 returned to ""Dirty Diaper @ 8pl6FnZxfN""",2023-07-06T04:25:15.919Z,168861751591900
"""Owen @ JGirBATScU"" folds",2023-07-06T04:25:15.077Z,168861751507700
"""Sean @ I9uEZMV7hl"" folds",2023-07-06T04:25:13.808Z,168861751380800
"""Dirty Diaper @ 8pl6FnZxfN"" bets 1.35",2023-07-06T04:25:12.178Z,168861751217800
"River: J♠, 6♠, K♣, 5♥ [6♦]",2023-07-06T04:25:06.906Z,168861750690600
"""Owen @ JGirBATScU"" calls 0.20",2023-07-06T04:25:06.096Z,168861750609600
"""Sean @ I9uEZMV7hl"" calls 0.20",2023-07-06T04:25:04.904Z,168861750490400
"""Dirty Diaper @ 8pl6FnZxfN"" bets 0.20",2023-07-06T04:25:03.394Z,168861750339400
"Turn: J♠, 6♠, K♣ [5♥]",2023-07-06T04:24:58.355Z,168861749835500
"""Owen @ JGirBATScU"" calls 0.20",2023-07-06T04:24:57.516Z,168861749751600
"""Sean @ I9uEZMV7hl"" calls 0.20",2023-07-06T04:24:55.768Z,168861749576800
"""Dirty Diaper @ 8pl6FnZxfN"" bets 0.20",2023-07-06T04:24:53.476Z,168861749347600
